no	label	annotate	sentence
ks08	1		Frank hopes to persuade Harry to make the cook wash the dishes.
c_13	0	*	I loved the policeman the baker intensely with all my heart.
c_13	1		Becky bought the syntax book.
c_13	1		Howard is a linguistics student.
l-93	1		Mark's single mindedness terrified me.
r-67	1		Tom ordered bacon, and Dick ordered lettuce, and I think that Harry ordered tomatoes.
ks08	1		John does not like this town.
ks08	0	*	There tried to be a fountain in the park.
ad03	1		Gilgamesh fears death and Achilles does as well
c_13	1		I told Daniel the story.
c_13	1		To improve myself is a goal for next year.
l-93	1		Water poured onto the plants.
ks08	1		The school awarded a few of the girls in Miss Kim's class scholarships.
sks13	1		each of the girls likes herself.
l-93	0	*	Cats touch easily.
l-93	0	*	The change pocketed.
g_81	0	*	Talkative and a bully entered.
ks08	1		It's their teaching material that we're using.
ks08	1		The students drank too much beer last night.
l-93	0	*	The package carried to New York.
bc01	1		If you don't believe me, you will the weatherman?
bc01	1		John's plan to go abroad is nice.
ks08	1		Who was it who interviewed you?
ks08	0	*	It tried to be intelligent.
b_82	0	*	How hard to read the book it was!
ks08	0	*	Kim must bakes a cake.
ks08	0	*	The child is impossible to teach him.
ks08	1		Alice typed the letter.
l-93	0	*	Paula hit the stick into the fence.
sks13	1		This girl in the red coat or you will put a picture of Bill on your desk before tomorrow.
ks08	0	*	A pastor was executed, notwithstanding on many applications in favor of him.
ks08	0	*	They are afraid people.
bc01	0	*	John perfectly rolled the ball down the hill.
l-93	0	*	The fear shivered Sharon.
bc01	1		Every boy named Mercury and Venus.
l-93	0	*	The bread cut.
ad03	1		Jason was killed.
kl93	1		Absolutely any owl hunts mice.
m_02	1		With this chainsaw we felled the murder.
rhl07	1		Where did you send the bicycle? To Rome.
c_13	1		Robert is eager to do his homework.
l-93	1		Carla hit at the door.
l-93	1		Clouds cleared from the sky.
ad03	0	*	who guy did you see.
r-67	1		How surprisingly well he dances!
ks08	1		What did you put in your box?
kl93	1		At most three teachers assigned any homework.
r-67	1		John is prouder of having gone than Sally expected Joan to believe that the man who didn't shave would be.
m_02	1		This book reads well.
gj04	1		The trolley rumbled through the tunnel.
ad03	1		Paul had three affairs . . .
l-93	1		Little children amuse easily.
r-67	1		The only offer of which I plan to take advantage will give me an eleven month paid vacation.
bc01	0	*	John would be hated to win.
bc01	1		I did, as Bill had thought, go to the store.
ks08	1		Smith wants the picture to be removed from the office.
m_02	1		Frank gave a piano to Jane Fairfax.
d_98	1		John slipped in front of everyone who was there.
ad03	1		We believed him to be the headmaster
l-93	1		The strong winds slowly cleared the clouds from the sky.
c_13	0	*	I expect to double more than my profits.
sks13	1		Everyone likes himself.
rhl07	0	*	The old dog died halfway.
ad03	1		Ron expected the sack.
ad03	0	*	What Julie did of Lloyd was become fond.
ks08	1		Stephen seemed to be intelligent.
ks08	1		John's mother sent a letter to Mary.
c_13	1		Robert thinks that students should eat asparagus.
ad03	1		The boys should all could go
ks08	1		Ideas are put into children's heads by TV.
c_13	1		The guy who is wearing the red hat just hit me!
m_02	1		The baby is heavy.
ad03	0	*	Emily showed himself Benjamin in the mirror.
cj99	1		The more lobbyists he talks to, the more corrupt every senator seems to become.
ks08	0	*	the easily student finished his homework.
ks08	0	*	few evidence was provided.
ad03	1		What did she eat?
ad03	1		That picture of her pleases Jenny.
ad03	1		That bottle of water might have.
c_13	1		Rory will eat the muffins.
ks08	1		John runs into the house.
l-93	1		Cornelia lodged at Mrs. Parker's.
bc01	1		Everyone who had been worrying himself stiff said that he was relieved.
m_02	1		Nurse Rooke has discovered where Anne Elliott stayed.
l-93	1		Brian wiped the fingerprints from inside the cupboard.
ad03	1		Jason whispered that the phoenix had escaped
m_02	1		You'll soon be owning all the land round here.
l-93	1		The phone company billed me $10 for that phone call.
c_13	1		It rained.
cj99	1		The angrier Sue gets, the more Fred admires her.
r-67	1		I know a man who hates me.
ks08	0	*	There preferred for Sandy to get the job.
ks08	1		The man kicked the ball.
ks08	1		I don't know what to do.
bc01	1		Who do you think that Bill likes?
gj04	1		The professor talked us into a stupor.
g_81	1		The Dodgers beat the Red Sox and the Dodgers were beaten by the Giants.
r-67	0	*	I polished the vase which was from India up.
c_13	1		It is obvious to everybody that Tasha likes Misha.
c_13	1		The bright green filing cabinet was filled to the brim with the most boring articles from a prestigious journal of linguistics with a moderately large readership.
c_13	1		I think John likes his beer.
sks13	1		How much care do you think he would be taking of his patients under those circumstances?
bc01	0	*?	Sally explained the attempt to arrest Holly, but only after I had denied the decision to.
sgww85	1		Pat is healthy and of sound mind.
bc01	1		Mary left the room angry.
m_02	0	*	The Ethel was sitting at her desk.
kl93	1		Were you surprised that he stole the watch?
sks13	1		Smith loaned and his widow later donated a valuable collection of manuscripts to the library.
c_13	1		Heidi hit herself on the head with a zucchini.
l-93	1		Cynthia devoured the pizza .
r-67	0	*	I brought a razor to shave himself with.
r-67	1		Bill believes that Anna and he are similar.
l-93	1		She laughed from embarrassment.
rhl07	1		Jake threw the ball all the way to Bill.
bc01	0	*	John wanted to leave the room happy and leave the room he did happy.
sks13	1		I said for Mary to run.
ks08	1		What we are using is their teaching material.
ks08	0	*	Tom kicked not a ball.
bc01	1		The box completely contains the ball.
l-93	0	*	Carla shoveled the walk of snow.
bc01	1		We like our friends and they like our friends too.
b_73	1		I've never seen a man taller than my mother.
l-93	1		Cynthia ate.
m_02	1		Fiona hoped to meet the Prime Minister.
r-67	1		A plan to negotiate an honorable end to the war in Vietnam was gotten wind of.
c_13	1		Ryan hit Andrew.
d_98	1		Almost any pilot could be flying this plane.
l-93	1		The garden is swarming with bees.
r-67	0	*	Any student, who wears socks, is a swinger.
l-93	1		Harriet alternated folk songs with pop songs.
cj99	1		The more people arrive, the louder it gets.
ad03	0	*	I ordered there to be three books on the subject.
l-93	1		Amanda carried the package to New York.
m_02	1		All the armies of Europe marched over these fields.
c_13	1		Louis begged Kate to leave.
ad03	1		The landlord donated a helicopter
ks08	1		He got hit in the face with the tip of a surfboard.
bc01	0	*	They tried all to like John.
c_13	0	*	He will eats deep fried muffins.
l-93	0	*	I separated the milk of the cream.
sks13	1		She ran the car on propane from Reno to Vegas.
ks08	1		The committee was unanimous in their decision.
ad03	1		Lee's youngest and Dawn's oldest son ran away.
sks13	0	*	It was John Bill that were waiting at the restaurant.
ks08	1		This noise cannot be put up with.
bc01	0	*	There is strangers in that garden.
m_02	1		Would more accountants make any difference to my tax bill?
l-93	1		Carmen bought a dress at Bloomingdale 's for $50.
ks08	0	*	That you have done it really well is what I meant.
sks13	1		the student left.
bc01	1		The river was avoided by the rolling stone.
sks13	0	*	Mary prefers that Bill will come.
b_73	0	*	I'm sadder than angry.
ks08	1		They didn't leave any food.
bc01	1		The kids laughed themselves into a frenzy.
c_13	0	*	Susan did so the baker.
l-93	1		Donna fixed a sandwich for me.
g_81	1		People are said to do crazier things at higher speeds there by Dorothy than they are by other people.
r-67	0	*	The more contented I laughed at the nurse who thought that we were becoming, the more angry we grew at the doctors.
bc01	1		John is touching the wall.
ks08	1		The students called me a teacher.
ks08	1		The teacher is proud of his students.
sgww85	1		John sang a carol.
r-67	1		He's the happiest that I've ever seen him.
ad03	0	*	That Jason had arrived was obvious infuriated Medea.
l-93	0	*	Steve pelted acorns at Anna.
ks08	1		He mended the shoe.
l-93	1		They praised them as volunteers.
r-67	1		It was tomorrow that I promised that he would be there.
ks08	1		They denied the claim that we had advanced by ourselves.
l-93	0	*	The fence hits easily.
ks08	1		There arose a great storm.
ks08	1		They wouldn't leave soon.
c_13	1		That annoying faucet was dripping constantly for months.
ks08	1		I don't know how to do it.
l-93	1		Sharon sprayed the plants with water.
ks08	0	*	few information was provided.
ks08	1		John is happy about the outcome.
b_82	0	*	To whom the book did you give.
ad03	0	*	Bill reading of Shakespeare satisfied me
bc01	1		Mary claimed that eat cabbage, Holly wants to.
l-93	1		The sailor drowned.
ks08	1		The student protected him.
b_82	1		He has not finished.
l-93	0	*	Linda taped the label and the cover.
r-67	1		Fluffy is sick, which it is certain that no one here realizes.
r-67	0	*	I will if I can work on it.
b_82	1		Though I may love her, that won't affect the grade.
b_82	1		He does not finish.
ad03	1		His hen loves Anson.
c_13	1		Tami is likely to leave New York.
rhl07	1		Where did you throw the ball?
m_02	1		There are fewer trucks on the motorway this winter.
r-67	0	*	What I know the boy who was wearing is this hat.
bc01	1		This drug must first be tested on oneself.
m_02	1		Miss Bates can chatter on for hours.
sks13	1		Mary will arrive tomorrow.
ad03	1		She took a picture of the phoenix
l-93	0	*	The phone company billed $10 as me.
l-93	1		They pushed through the crowd.
ks08	1		He never achieved anything, did he?
g_81	0	*	Which table did you wonder on Kim put the book?
r-67	0	*	Here's a knife which for you to cut up the onions with.
m_02	1		The vase got broken that Sheila had brought all the way from.
ks08	1		It is John that I met last night in the park.
ks08	1		John offers few suggestions.
ad03	1		No one's mother had baked anything.
rhl07	1		Fred kicked the ball behind the tree.
l-93	1		Jackie chased the thief.
m_02	1		Did the wealthy young man buy that piano for his secret fiancée?
ks08	1		We placed the cheese in the refrigerator.
l-93	1		The scientist ran the rats through the maze.
bc01	0	?*	Did he try ever to talk to the student?
r-67	1		Tom picked, and I washed, and Suzie will prepare, these grapes.
r-67	1		Objection was taken to the length of our skirts.
ad03	1		Every vampire slept.
sks13	1		Henri wants to buy these books about cooking.
ks08	1		I made the settlement of the matter my objective.
ks08	0	*	Oliver mentioned Charles the problem.
ks08	1		The two boys looked up the high stairs from the floor.
l-93	0	*	Runaway cats spot easily.
sgww85	1		Either the boys or the girls are going to be there.
l-93	1		The meat cuts easily.
sks13	0	*	The agency classified.
sks13	1		John had carefully studied Russian.
sgww85	1		I went to the store and I bought some whiskey.
l-93	1		Linda taped the box with two-sided tape.
l-93	1		They stood the statue on the pedestal.
l-93	1		Cynthia ate at the peach.
sgww85	0	*	Pat was annoyed by that their parents did nothing to stop it.
r-67	0	*	I talked to Winston about Winston.
l-93	0	*	We spotted that they were running.
ks08	1		Mary, who John asked for help, thinks he is foolish.
ks08	1		Tom bathed Fido in the garage.
ks08	1		Kim can dance, and Sandy can, too.
ks08	1		This computer was bought for him by his girlfriend.
cj99	0	*	It is important the more you to eat, the more careful for you to be.
ad03	1		It is tough to teach syntax.
r-67	1		It appears to be true that Harry likes girls.
r-67	0	*	That barn has seven pine trees behind itself.
c_13	0	*	I have not should eat plums.
r-67	1		Willy is taller than Bill by as much a Peter believes that Billy is taller than Dan.
bc01	1		John immediately learned French.
ks08	0	*	Monkeys are eager leaving the compound.
ks08	1		How clever you are!
bc01	1		The kettle bubbled water.
sks13	0	*	This girl in the red coat will put a picture of Bill on your desk there before tomorrow.
c_13	1		Susan rode a bright blue train from New York.
ad03	1		Moya said she liked football.
bc01	0	*	Mary managed John to go abroad.
ad03	1		I often have eaten muffins.
bc01	1		The parcel reached John.
l-93	0	*	The judge saddled a prize to the winner.
ks08	0	*	Kim has wondered that Gary stayed in the room.
ad03	1		I ate fruit
b_73	0	*	Mary's happy about her work, and John's about his children.
r-67	1		I realized that it had rained and some crops had been destroyed.
cj99	1		Who did you give pictures of to friends of?
ks08	0	*	It was several young students in that the policeman met the park last night.
c_13	1		Yeltsin saw Stalin holding the bag.
l-93	1		A large flag fluttered.
m_02	0	*	Because Dr Jones ate too much rich food didn't he, he died of apoplexy.
l-93	0	*	The dog smelled the flower bed bare.
bc01	0	*?	Mary questioned Joe's desire to eat cabbage, but only after I had questioned Sally's desire to.
ad03	1		That picture of Jenny in a rubber dress doesn't flatter her.
sks13	1		I prefer this.
l-93	0	*	Brenda chatted Molly.
ad03	1		Medea might have given Jason a poisoned robe (just treat a poisoned robe as an NP
ks08	1		These books disappoint me.
ad03	1		Did you see Mary?
c_13	1		Bruce loved and Kelly hated phonology class.
sks13	0	*	I sent to you it.
l-93	0	?*	Jennifer craned her arm.
b_82	1		Would the men not enjoy that?
l-93	0	*	A bicycle lent.
ks08	1		The concert started when the bell rang.
l-93	0	*	The book brought to the meeting.
ad03	0	*	She tried to left
ks08	0	*	The committee has all now resigned.
cj99	0	??	This is the problem that you'll beat the competition more easily, the sooner you solve.
bc01	1		John loaded the truck with bricks.
ks08	1		Peter has been asked to resign.
rhl07	0	*	Fred gave the ball behind Molly.
l-93	0	*	Doug cleared at the table.
r-67	0	*	John is prouder of having gone than John expected nobody to believe he would be.
r-67	0	*	Fluffy is sick, as nobody knows.
r-67	0	*	I loaned my binoculars a man who was watching the race.
gj04	1		Bill whistled his way past the house.
cj99	1		The more people you say that right after the show opens will buy tickets, the happier I'll be.
r-67	1		Anybody who ever swears at me better watch his step.
ad03	0	*	It was claimed that by everyone the poison was neutralised
bc01	1		It struck John that it was so.
ks08	0	*	He are the only person that I can rely on.
ks08	1		And it was this matter on which I consulted with the chairman of the Select Committee.
ad03	1		Never will I do syntax again.
l-93	1		Amanda carried the package from Boston to New York.
ks08	1		We told Tom that he should consult an accountant.
c_13	1		The cat thinks that he is out of the bag.
l-93	1		Janet broke the crystal.
m_02	0	*	Fanny continued talking although in came Aunt Norris.
bc01	1		They fed the meat to the lions raw.
ad03	1		No vampire slept.
ks08	0	*	It is eager to please John.
g_81	1		The Dodgers beat the Red Sox and the Giants beat the Dodgers.
ad03	1		Julie felt he was there
ks08	1		Hei is easy to please i.
rhl07	0	*	Fred gave the ball under Molly.
b_73	0	*	Enough Sally eats caviar.
l-93	1		The employees staffed the store.
bc01	0	?*	Who did you ask whether Mary knows why John likes?
ks08	0	*	Lee went to the store and crazy.
c_13	1		Lucy seems to have been mugged.
l-93	1		Phyllis dyed the dress.
sks13	0	*	Mary appreciates John and himself.
ks08	1		This map is what he wants.
sks13	1		There seems to be a nurse available.
c_13	1		I never have a pen when I need it.
r-67	0	*	John is prouder of having gone than John expected me not to believe he would be.
bc01	0	*	How do you wonder whether John said that Mary solved the problem?
l-93	1		In the forest languished an old woman.
sks13	1		He walked the walk.
ks08	1		How ill has Hobbs been?
r-67	1		The proof that this set is recursive is difficult.
ad03	1		Both the twins might have been at the party.
ks08	0	*	Lee wants to meet who Kim hired.
ad03	1		I have often a cold.
r-67	0	*	John is ready for you to inspect bunk.
r-67	1		Sonatas are difficult to play on this violin.
bc01	0	*	I wonder who what bought?
kl93	0	*	Each candidate who has any interest in semantics will be admit ted to the department.
kl93	0	*	I'm glad I saw anybody.
l-93	1		Carla shoveled the snow from near the bushes.
ks08	1		Where did John put the books?
b_73	1		John is no more reliable a fellow than Bill.
sks13	1		She may have and should have thawed the roast.
l-93	0	*	David constructed me a house.
m_02	0	*	Who was the book sent by John.
r-67	1		The rock was too heavy for me to pick up.
ks08	1		The two boys looked up the high stairs.
l-93	0	*	The glass cut Rachel in the toe.
ad03	1		I might be leaving soon.
ks08	1		The chicken has eaten.
ks08	1		Stephen persuaded Ben to be careful.
l-93	0	*	She always clad in black.
l-93	1		The audience watched the movie.
r-67	1		Willy is taller than Bill by as much as everybody seems to expect me to admit to having publicly proclaimed that I believed.
ad03	1		No one expected Agamemnon to to win
c_13	1		Hamsters mother attractive offspring.
bc01	1		I think you need to show yourself more than you do anyone else.
ad03	1		Because they hated him, the druids forced Jason to live in a cupboard
l-93	1		A solution immediately presented itself.
ks08	1		Be very clever.
bc01	1		I was not reading a book when you came in.
ad03	1		That monkey is ate the banana
b_73	0	*	I've known more of a man than Frank.
b_73	1		Most helpful advice is unwanted.
r-67	1		The money which I will have a chance to squander amounts to $400,000.
c_13	1		Jean wants Robert.
m_02	0	*	We are knowing this theory.
r-67	0	?*	He tries to put everyone who he doesn't like on.
l-93	1		Tony broke the cup against the wall.
r-67	1		It is not true that that Bob was lying was obvious.
sks13	1		There are several people sick.
b_82	0	*	Handsome though my friends suggested that Mary thinks that Tom is, I still won't date him.
l-93	1		A ship appeared.
r-67	0	*	Bill would be easy for for you to chat with in Moscow to become expensive.
b_82	0	*	The men would all not have been working.
r-67	1		John scratched his arm and the boy who Mary knew did so too.
l-93	1		Ellen talked with Helen.
ks08	1		Fifty pounds seem like a lot of weight to lose in one year.
ad03	1		Everyone claimed that the poison was neutralized.
l-93	0	*	Dorothy is needing new shoes.
ks08	1		The committee haven't yet made up their mind.
sks13	1		Let's walk.
m_02	0	*	Fanny stopped talking when in came Aunt Norris.
l-93	1		Harriet interconnected the pieces.
bc01	1		his belief that Mary kissed Bill is mistaken.
sks13	0	*	Yes, she.
ks08	0	*	John will to kick the ball.
ad03	1		Ron definitely has bought a dog.
l-93	0	*	June covered the blanket over the baby.
c_13	0	*	Jennie smiled the sandwich.
ks08	1		Who do you believe invited Sara?
l-93	1		Miriam tutored her brother.
d_98	1		John put any carrot from his garden in the salad.
bc01	1		I showed every boy a planet.
ks08	1		John deposited some money in the checking account on Friday and Mary did the same thing on Monday.
sgww85	1		Pat has become crazy, and Chris an incredible bore.
bc01	0	*	Sally started running down the street, but only after José started.
l-93	1		The pillow remained stuffed with feathers.
bc01	1		To go abroad would be nice.
sks13	1		That he won the race could surprise them.
ks08	0	*	The equipment we bought last year was more expensive than the one we bought this year.
l-93	1		The men mined the gold.
c_13	1		I wonder what Fiona bought.
ad03	1		I never liked his analysis.
ad03	0	*	Gilgamesh flew not the broomstick.
ks08	0	*	The best writer was considered Andrew.
d_98	1		Yesterday John talked to any woman he saw.
l-93	1		$5 will buy a ticket.
l-93	0	*	The wall sprayed with paint.
ks08	0	*	the box contains little tool.
ad03	0	*	I assumed to be innocent
rhl07	1		Gordie Gillespie still can give a piece of his mind to the umps.
c_13	0	*	Briana showed himself Justin.
rhl07	1		I promise a good time to all who come.
ks08	0	*	Ann may spending her vacation in Italy.
c_13	1		The boy ran.
ks08	1		Tom hid the manuscript in the cupboard.
r-67	0	*	After ten soldiers had left, seven more ones came in.
c_13	1		Lenin believes the Tsar to be a power hungry dictator.
r-67	0	*	Buffy couldn't do 100 push ups and anybody laughed.
c_13	1		Susan bought some flowers for her mother.
m_02	1		Vera is knitting in the lounge.
ad03	0	*	He walked the hill up.
l-93	1		Linda winked in agreement.
ks08	0	*	This objection is main.
sks13	1		John believes that Bill slept.
ks08	1		Lee is believed not to like Kim.
b_82	1		The men would not enjoy that.
bc01	0	*	I only eat fish drunk raw.
sks13	1		They know if Mary won.
sks13	0	*	He will indeed not endorse the treaty.
sks13	1		John will see you.
l-93	1		Meat fell in price.
m_02	1		Did Frank buy Jane the piano?
bc01	1		I would prefer for John to be the candidate.
ks08	1		John hasn't been singing a song.
c_13	0	*	She was kissed him.
r-67	1		Which packages is it possible that Sam didn't pick up which are to be mailed tomorrow?
ad03	1		How did Julie say that Jenny left?
bc01	1		Everyone attended some seminar.
sks13	1		Only Churchill remembered his giving the Blood, Sweat and Tears speech.
m_02	1		My brother lives near Strasbourg.
m_02	1		The other plan she rejected out of hand.
sks13	1		Harry likes movies.
ks08	1		The official to whom Smith loaned the money has been indicted.
c_13	0	*	Andy promised us to go.
ad03	1		How quickly did the Greeks take Troy?
l-93	1		I confused Maria and Anna.
l-93	0	*	Jennifer craned her arm.
ks08	1		Sam may have been being interrogated by the FBI.
l-93	1		Carla mopped the floor under the furniture.
c_13	1		The cat put her catnip toy on the plastic mat.
ks08	0	*	Student studies English for 4 hours a day.
bc01	0	*	John learned French immediately perfectly.
l-93	1		Ellen complained about the situation to Helen.
bc01	0	*	The fact that no candidate was elected shows that he was inadequate.
l-93	1		Carol carved the stone with a chisel.
r-67	0	?*	Sally might be, and I know a girl who definitely is pregnant.
ad03	1		Gilgamesh decided not to kill Ishtar
ks08	0	*	the student that's turn it was left.
ks08	0	*	The room contains many furniture.
r-67	1		Maxwell isn't half the doctor that feared Marge would realize Tom had confessed that he knew Bill expected him to be.
m_02	1		The intense cold killed the climbers.
ks08	0	*	many equipment is available.
ad03	0	*	Which city do you believe the claim that Philip would invade?
l-93	1		Jasmine pushed the door open.
r-67	1		I said that my father, he was tight as an owl.
ad03	1		I will eat a mango, and Gillian will too.
ks08	1		The king thanked the man.
bc01	0	*	Us love their.
sgww85	0	*	We talked about that our perspectives had changed over the years and the issues we had worked on as students.
r-67	1		I read that Bill had seen me.
r-67	1		Jack will have a hole in his pocket.
l-93	1		Would the horse budge if you pushed?
l-93	0	*	Angela characterized Shelly a lifesaver.
sgww85	1		Which books did Robin read and hate?
l-93	1		Dorothy needs that dress as a costume.
bc01	1		China is a country that Joe wants to visit, and he will too, if he gets enough money.
l-93	0	*	Celia brushed herself.
l-93	1		I was hunting.
c_13	0	*	Heidi believes John's description of herself.
l-93	1		Susan whispered a few words.
r-67	1		What it is certain that he was wearing is this hat.
ks08	0	*	Man the ball kicked the.
ks08	0	*	It was to finish the homework that John tried.
ks08	1		My bother's friend learned dancing.
c_13	0	*	Jean is likely.
ks08	0	*	It has raining every day for the last week.
l-93	1		The cattle herded.
c_13	0	*	Heidi investigated that John ate the cauliflower.
bc01	0	*	The stone knocked the pole into the road.
r-67	0	??	The man who I gave John this picture of was bald.
ks08	1		Who do you think borrowed my book?
ad03	1		We believed Aphrodite to be omnipotent.
m_02	1		Barbara handed the results to Alan on Tuesday.
ks08	1		The bartender gave John some good beers.
l-93	1		The ball rolled down the hill.
ks08	1		There exists only one truly amphibian mammal.
ks08	1		An example of these substances be tobacco.
m_02	0	*	Lecturer was sitting at her desk.
ad03	0	*	We kicked myself
kl93	1		Before you make plans, consult the secretary.
ks08	1		Some sentences can go on and on.
b_82	1		He would not finish.
l-93	0	*	We investigated for bombs in the area.
c_13	1		Everyone should be able to defend himself.
b_73	1		Sally isn't such a fool as people think.
r-67	1		Sally might be pregnant, and I believe the claim that Sheila definitely is pregnant.
c_13	1		Jennifer swatted Steve.
ks08	1		Tom seems eager for her brother to catch a cold.
r-67	1		On which bed does Tom sleep?
c_13	1		Mike expected Greg incorrectly to take out the trash.
bc01	1		Who admires what?
cj99	0	*	Which problem the sooner that you solve, will the more easily you satisfy the folks up at corporate headquarters?
b_82	1		Hate those who criticize Carter though he may, it doesn't matter.
ks08	1		The weather is lovely today.
ks08	1		The child never became crazy.
r-67	1		Webster touched a sword after Henry had done so.
ks08	1		I wonder if you will come back tomorrow.
bc01	0	*	Fruit at once hit the roof against the ground.
l-93	1		I shaped the dough.
c_13	0	*	Patrick to leave is likely.
r-67	0	*	Willy is taller than Bill by as much as that Bill is taller than Dan is believed.
r-67	1		The man who ordered it said the pudding would be tasty.
sks13	1		They play and I listen to unusual music.
sgww85	1		They talked to Kim and to each other.
l-93	1		Sandra beamed.
r-67	1		This guitar, I've sung folk songs and accompanied myself on it all my life.
ks08	1		I met the lady from France who grows peaches.
c_13	1		Yuko rubbed the pizza with a garlic clove.
l-93	0	*	Cynthia devoured .
bc01	0	*	Marianne not left.
ad03	1		I asked which king invaded which city.
m_02	1		Never had Sir Thomas been so offended.
cj99	0	*	When Bill smokes, all the more Susan hates him.
l-93	1		On the horizon appeared a large ship.
l-93	1		"Susan whispered ""Shut up""."
bc01	0	*	John spoke intimately French to Mary.
bc01	1		Lucy recounted a story to remember because Holly had recounted as story not to.
l-93	0	*	The fence hit.
ks08	1		The one who broke the window was Mr. Kim.
m_02	1		Marry Mr Martin was what Harriet did.
l-93	1		The jeweller printed the name onto the cup.
r-67	1		One plan which I got wind of was calculated to keep us in suspense.
l-93	0	*	Jessica loaded boxes at the truck.
bc01	0	*	Lilly recounted a story to be remembered because Holly had recounted a story to be.
c_13	1		I am frightened of tigers.
ks08	1		John has been chosen for the position.
l-93	1		Jessica sprayed water at me.
r-67	1		Do you know the boy who Mary saw?
l-93	1		Henry cleared the table of dishes.
r-67	1		Mike will sing if you will sing.
c_13	1		Sue was given the book by Bill.
ad03	1		He will can go
l-93	1		Steve pelted Anna.
l-93	0	*	Ellen conferred for Helen to come.
sks13	0	*	It is of physics.
rhl07	1		Where did you send the package?
r-67	0	*	How tall did Sheila marry a man?
sks13	1		Has Henri not studied for his exam?
bc01	1		Dulles suspected everyone who Angleton did.
l-93	1		The pirates drowned the sailor.
ks08	0	*	The lesson got read by a priest.
kl93	1		Given my high opinion on his moral character, I was surprised that he stole the watch.
ks08	0	*	John disappeared Bill.
rhl07	0	*	Jake sent the box towards Carson.
c_13	0	*	The cake was have eaten.
bc01	0	*	John seems that is nice.
g_81	0	*	John asked who and where Bill had seen.
c_13	1		How do you think John bought what?
r-67	1		These points I'm going to ask Bill to make the old geezer take up later.
l-93	0	*	Steve pelted acorns against Anna.
m_02	1		Who did the wealthy young man buy that piano for?
b_82	1		John would, because he's such a nice guy, like that.
l-93	1		I lifted the books to him.
ks08	0	*	Oliver fined ten pounds to the prisoner.
l-93	0	*	Paul yawned on Mary.
ks08	1		Which version did they recommend?
gj04	1		The bullets whistled past the house.
ks08	1		The student knew the answers.
l-93	0	*	At Mrs. Parker's lodged an old woman.
m_02	1		Maisie drove her car from Morningside to Leith on Wednesday.
rhl07	1		Sandy taught the children the alphabet, but only got as far as the letter `` r ''.
ks08	1		John deposited some money in the bank.
m_02	0	*	When never had Sir Thomas been so offended, Mr Yates left.
ks08	1		He might have left.
r-67	0	*	Reports of the lettering on the covers of which the government prescribes the height are shocking waste of public funds.
ks08	1		For John to tell Bill such a lie and Bill to believe it is outrageous.
m_02	1		Grandma is coming to Mr Chalky's school tomorrow.
ks08	1		The committee disliked her proposal.
sks13	1		we also need to explain the relation between these trees.
b_82	0	*	John ate after getting home the steak.
ks08	1		His girlfriend bought this computer.
r-67	1		I want to peruse that contract before filing away the deed.
r-67	1		I regret it exceedingly that she was lying.
r-67	0	*	They will give me a hat that I won't like which I know.
m_02	1		Lucy sent Jane a letter.
c_13	1		The stodgy professor left with his teaching assistant.
l-93	1		Smith was scribbling his notes.
ks08	1		The car was being driven.
m_02	1		She said that into the room came Aunt Norris.
bc01	1		John remembered.
ks08	0	*	Tom got understood to have asked for a refund.
sgww85	1		You and Kerry have outdone yourselves.
bc01	0	*	John intimately spoke to Mary.
l-93	0	*	The old and new carts banged.
l-93	1		Steve pelted the squirrels with acorns.
bc01	0	*?	I reviewed Joe's attempt to find Holly while you reviewed José's attempt to.
r-67	1		Her efficient looking up of the answer pleased the boss.
r-67	1		I brought a razor with which to shave myself.
l-93	1		The bag is bulging.
c_13	1		Spot did not play with his mouse.
b_73	0	*	Sally eats pretty often the stuff.
rhl07	1		He died from exhaustion.
ks08	1		The committee hasn't yet made up its mind.
l-93	0	*	The naughty child spanked.
ad03	1		Euclid was interested in Plato's description of geometry.
ks08	0	*	It said that Kim was happy.
m_02	1		The cat sauntered into the kitchen carrying a dead mouse.
l-93	1		Amanda drove packages to New York.
sgww85	1		I will try and buy some whiskey.
ad03	0	*?	Gilgamesh never has flown a dragon.
bc01	1		The tree dropped some branches.
ad03	1		He can't possibly do that, can he
bc01	0	*	There is arriving three men at that station.
ks08	1		We are using their teaching material.
bc01	1		I visited every town I had to.
m_02	1		The quiche and I were cooking.
ad03	0	*	Digitize is my happiest memory
ks08	1		This is the friend for whose mother Kim gave a party.
ks08	0	*	Everything was paid twice for.
ks08	1		Mary would solve the problem.
cj99	1		So much did he eat that he got sick.
gj04	1		The toilet leaked through the floor into the kitchen below.
bc01	1		Did you believe him to ever have made an effort to talk to the student?
bc01	1		The tub filled with water.
sks13	0	*	Her will put a picture of Bill on your desk before tomorrow.
cj99	0	*	It is not entirely obvious whether, Mary listens to the Grateful Dead, she gets depressed.
rhl07	1		I sent the package all the way around the world.
c_13	1		I am frightened of tigers and fond of clowns without exception.
ks08	1		I don't really want to go to the dentist's, but I know I should.
cj99	0	*	The more pictures of John that he buys the more arrogant he becomes.
l-93	1		Cheryl stood the books next to the magazines.
g_81	1		John, to who and to whose friends that letter was addressed, is a fool.
cj99	1		The more that pictures of him appear in the news, the more embarrassed John becomes.
bc01	1		José likes cabbage, and Holly does too.
sks13	1		This girl in the red coat will put a picture of Bill on your desk before tomorrow.
ks08	0	*	Who did you see and a picture of?
